Text,is_rule,ID,source,base,n_tokens,n_chars,n_deontic,n_quantitative,n_coref,n_ext_ref,has_shall,has_must,has_should,has_may,starts_capital,ends_period,n_commas,n_semicolons,n_numbers
"People with hearing impairments should be able to participate fully in conferences, committee meetings and study groups.",1,133_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,17,120,1,0,0,0,0,0,1,0,1,1,1,0,0
"People with mobility impairments who arrive as passengers should be able to alight from a vehicle close to the principal entrance, or alternative accessible entrance, of the building in a way that is convenient for entry into the building.",1,47_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,39,239,1,0,0,0,0,0,1,0,1,1,2,0,0
"People with visual impairment should be in no doubt as to the location of glass doors, especially when they are within a glazed screen.",1,76_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,24,135,1,0,1,0,0,0,1,0,1,1,1,0,0
"People, regardless of disability, age or gender, should be able to: gain access to buildings and to gain access within buildings and use their facilities, both as visitors and as people who live or work in them.",0,1_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,37,211,1,0,0,0,0,0,1,0,1,1,4,0,0
Performance criteria for dwellings.,0,248_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,4,35,0,0,0,0,0,0,0,0,1,1,0,0,0
Performance testing.,0,54_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,2,20,0,0,0,0,0,0,0,0,1,1,0,0,0
Performance.,0,104_UK_DocK_ProtectionFromFalling | 110_UK_DocK_ProtectionFromFalling | 174_UK_DocG_Sanitation,accord_official,ACCORD Official,1,12,0,0,0,0,0,0,0,0,1,1,0,0,0
Perimeter insulation should be continuous and have a minimum thickness of 25mm.,1,135_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,12,79,1,1,0,0,0,0,1,0,1,1,0,0,0
"Permanent opening An opening between rooms or floors that has no means of closing it, e.g. an openstairwell or two rooms that have been joined byremoving part of a wall.",0,241_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,31,169,0,0,0,0,0,0,0,0,1,1,1,0,0
Permanent screen protection.,0,96_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,3,28,0,0,0,0,0,0,0,0,1,1,0,0,0
Photographic evidence.,0,476_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,2,22,0,0,0,0,0,0,0,0,1,1,0,0,0
Photographs of the details should be taken in line with Appendix B.,0,156_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,12,67,1,0,0,1,0,0,1,0,1,1,0,0,0
Photographs of the details should be taken in line with the guidance in Appendix B.,0,134_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,15,83,1,0,0,1,0,0,1,0,1,1,0,0,0
"Photographs should be taken at appropriate construction stages for each detail when completed, but prior to closingup works.",1,482_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,18,124,1,0,0,0,0,0,1,0,1,1,1,0,0
"Piers should have a minimum width of 190mm (see Diagram 13); b. the sectional area on plan of chimneys (excluding openings for fire places and flues) should be not less than the area required for a pier in the same wall, and the overall thickness should not be less than twice the required thickness of the supported wall (see Diagram 13).",0,66_UK_DocA_Structure,accord_official,ACCORD Official,61,339,1,3,0,2,0,0,1,0,1,1,1,1,2
Pipework for district heat networks should be insulated to meet either of the following.,0,204_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,14,88,1,0,1,0,0,0,1,0,1,1,0,0,0
Pipework should be designed and installed in such a way as to minimise the transfer time between the hot water storage system and hot water outlets.,1,94_UK_DocG_Sanitation,accord_official,ACCORD Official,26,148,1,0,1,0,0,0,1,0,1,1,0,0,0
Placing an existing module on a new site is considered by the Building Regulations to be the construction of a new building.,0,78_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,22,124,0,0,0,0,0,0,0,0,1,1,0,0,0
Plastic pipes should be joined and assembled with fittings appropriate to the circumstances in which they are used as set out in  BS EN ISO 10431:2002 Plastics.,0,146_UK_DocG_Sanitation,accord_official,ACCORD Official,28,160,1,0,1,0,0,0,1,0,1,1,0,0,2
"Please note that the Regulations do not require  the provision of hot or cold water systems to  such exempt buildings, but if such systems are  provided they must meet the minimum hygiene  and safety requirements in those Parts.",0,56_UK_DocG_Sanitation,accord_official,ACCORD Official,38,228,1,1,3,0,0,1,0,0,1,1,1,0,0
Pollution.,0,79_UK_DocO_Overheating,accord_official,ACCORD Official,1,10,0,0,0,0,0,0,0,0,1,1,0,0,0
"Position: window or door units should be located with an overlap between the inner face of the unit and the inner face of the external leaf  for windows an overlap between 30mm and 50mm, and for doors 50mm so that the window or door unit is contiguous with the insulation layer of the external wall.",1,139_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,55,299,1,0,1,0,0,0,1,0,1,1,1,0,0
Power assisted opening is provided where the opening force of the door is more than 30N from 0 to 30 or more than 22.5N from 30 to 60 of the opening cycle.,1,74_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,33,155,0,0,0,0,0,0,0,0,1,1,0,0,5
Power efficiency greater than 20.,0,263_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,5,33,0,1,0,0,0,0,0,0,1,1,0,0,1
"Preparation of food means handling, making  and cooking of food.",0,27_UK_DocG_Sanitation,accord_official,ACCORD Official,10,64,0,0,0,0,0,0,0,0,1,1,1,0,0
Pressure relief valve means a mechanically  operated valve that opens to discharge water  when a fixed (factory set) pressure is exceeded.,0,28_UK_DocG_Sanitation,accord_official,ACCORD Official,21,138,0,0,0,0,0,0,0,0,1,1,0,0,0
Prevention of excessive temperatures.,0,147_UK_DocG_Sanitation,accord_official,ACCORD Official,4,37,0,0,0,0,0,0,0,0,1,1,0,0,0
Prevention of scalding.,0,151_UK_DocG_Sanitation,accord_official,ACCORD Official,3,23,0,0,0,0,0,0,0,0,1,1,0,0,0
Primary thermal store means a store of heat  energy that can be used to heat domestic  hot water by means of a heat exchanger.,0,29_UK_DocG_Sanitation,accord_official,ACCORD Official,24,126,0,0,0,0,0,0,0,0,1,1,0,0,0
Private stairs and changes of level within the dwelling.,0,89_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,9,56,0,0,0,0,0,0,0,0,1,1,0,0,0
Private stairs and changes of level within the entrance storey.,0,26_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,10,63,0,0,0,0,0,0,0,0,1,1,0,0,0
Product specification: opportunities should be considered to use products that help to reduce thermal bridges.,0,149_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,15,110,1,0,0,0,0,0,1,0,1,1,0,0,0
Product substitution: the products used should be those shown in the original design.,0,157_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,13,85,1,0,1,0,0,0,1,0,1,1,0,0,0
Programmable room thermostats with an override feature should be provided for all direct electric zones of the electric underfloor heating system.,1,314_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,21,146,1,0,0,0,0,0,1,0,1,1,0,0,0
Protection against impact with glazing.,0,91_UK_DocK_ProtectionFromFalling | 95_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,5,39,0,0,0,0,0,0,0,0,1,1,0,0,0
Protection from collision with open windows etc.,0,99_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,7,48,0,0,0,0,0,0,0,0,1,1,0,0,0
Protection from falling.,0,79_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,3,24,0,0,0,0,0,0,0,0,1,1,0,0,0
Provide guarding at the sides of flights and landings when there is a drop of more than 600mm.,0,52_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,18,94,0,0,0,0,0,0,0,0,1,1,0,0,0
Providing an adequate means of removing excess heat from the indoor environment.,0,20_UK_DocO_Overheating,accord_official,ACCORD Official,12,80,0,0,0,0,0,0,0,0,1,1,0,0,0
Provision of information.,0,6_UK_DocP_ElectricalSafety,accord_official,ACCORD Official,3,25,0,0,0,0,0,0,0,0,1,1,0,0,0
"Provision shall be made for any windows, skylights, or any transparent or translucent walls, ceilings or roofs to be safely accessible for cleaning.",1,109_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,23,148,1,0,0,0,1,0,0,0,1,1,3,0,0
Provision shall be made for powered doors and gates to be opened in the event of a power failure.,1,115_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,19,97,1,0,0,0,1,0,0,0,1,1,0,0,0
Provision shall be made to ensure a clear view of the space on either side of a swing door or gate.,1,116_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,21,99,1,0,0,0,1,0,0,0,1,1,0,0,0
"Provision shall be made to prevent any door or gate: (a) which slides or opens upwards, from falling onto any person; and (b) which is powered, from trapping any person.",1,114_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,30,169,1,0,0,0,1,0,0,0,1,1,2,1,0
"Provision shall be made to prevent people moving in or about the building from colliding with open windows, skylights or ventilators.",1,98_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,21,133,1,0,0,0,1,0,0,0,1,1,1,0,0
Public Health Englands Indoor Air Quality Guidelines for Selected Volatile Organic Compounds (VOCs) in the UK should be used.,1,118_UK_DocF_V2_Ventilation | 252_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,19,125,1,0,0,0,0,0,1,0,1,1,0,0,0
Purge ventilation for offices.,0,55_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,4,30,0,0,0,0,0,0,0,0,1,1,0,0,0
Purge ventilation may be provided by natural means (e.g. an openable window) or mechanical means (e.g. a fan).,1,243_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,20,110,1,0,0,0,0,0,0,1,1,1,0,0,0
Purge ventilation may be provided by natural means (e.g. an openable window) ormechanical means (e.g. a fan).,1,108_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,19,109,1,0,0,0,0,0,0,1,1,1,0,0,0
Purge ventilation should be capable of extracting at least four air changes per hour per room directly to the outside.,1,47_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,20,118,1,1,0,0,0,0,1,0,1,1,0,0,0
Purge ventilation should be delivered through one of the following means.,0,48_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,11,73,1,0,1,0,0,0,1,0,1,1,0,0,0
"Purpose-built student living accommodation, including that in the form of flats as defined in regulation 2(1), should be treated as hotel/motel accommodation in respect of space requirements and internal facilities (see 4.17 to 4.24).",0,16_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,39,234,1,0,0,1,0,0,1,0,1,1,2,0,4
Rainwater calculations.,0,237_UK_DocG_Sanitation,accord_official,ACCORD Official,2,23,0,0,0,0,0,0,0,0,1,1,0,0,0
Rainwater collection calculations.,0,238_UK_DocG_Sanitation,accord_official,ACCORD Official,3,34,0,0,0,0,0,0,0,0,1,1,0,0,0
"Rainwater demand calculations  A25 Where all WCs and/or washing  machines are being supplied with rainwater, the  consumption should be taken from Table A1 and  entered into Table A5.5 to calculate the rainwater  savings.",0,242_UK_DocG_Sanitation,accord_official,ACCORD Official,35,221,1,0,0,1,0,0,1,0,1,1,1,0,1
Ramp design.,0,67_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,2,12,0,0,0,0,0,0,0,0,1,1,0,0,0
Ramps K1.,0,55_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,2,9,0,0,0,0,0,0,0,0,1,1,0,0,0
Ramps.,0,68_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,1,6,0,0,0,0,0,0,0,0,1,1,0,0,0
"Reasonable access should be provided for maintaining ventilation systems, including all of the following.",0,25_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,14,105,1,0,1,0,0,0,1,0,1,1,1,0,0
Reasonable provision must be made by the installation of fittings and fixed appliances that use water efficiently for the  prevention of undue consumption of water.,1,63_UK_DocG_Sanitation,accord_official,ACCORD Official,25,164,1,0,0,0,0,1,0,0,1,1,0,0,0
"Reasonable provision must be made for people to (a) may apply only in relation to a dwelling that is (a)  gain access to, and (b) use, the dwelling and its facilities.",0,64_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,31,167,2,0,0,0,0,1,0,1,1,1,2,0,0
Reasonable provision must be made for people to gain access to and to use new or altered sanitary conveniences.,0,9_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,19,111,1,0,0,0,0,1,0,0,1,1,0,0,0
"Reasonable provision must be made in respect of a dwelling, institution or any Others building containing one or more rooms for residential purposes, Others than a room in a hotel (residences) to (a) limit unwanted solar gains in summer; (b) provide an adequate means to remove heat from the indoor environment.",0,18_UK_DocO_Overheating | 73_UK_DocO_Overheating,accord_official,ACCORD Official,51,311,1,0,1,0,0,1,0,0,1,1,2,1,0
Reasonable provision must be made to resist unauthorised access to (a) any dwelling; and (b) any part of a building from which access can be gained to a flat within the building.,1,4_UK_DocQ_Security_Dwellings,accord_official,ACCORD Official,32,178,1,0,0,0,0,1,0,0,1,1,0,1,0
"Reasonable provision shall be made for the conservation of fuel and power in buildings by: (a) limiting heat gains and losses (i) through thermal elements and Others parts of the building fabric; and (ii) from pipes, ducts and vessels used for space heating, space cooling and hot water services; (b) providing fixed building services which (i) are energy efficient to a reasonable standard; (ii) have effective controls; and (iii) are commissioned by testing and adjusting as necessary to ensure they use no more fuel and power than is reasonable in the circumstances.",1,431_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,92,569,1,0,1,0,1,0,0,0,1,1,2,4,0
"Reasonable provision shall be made in the design and installation of electrical installations in order to protect persons operating, maintaining or altering the  installations from fire or injury.",1,1_UK_DocP_ElectricalSafety,accord_official,ACCORD Official,28,196,1,0,0,0,1,0,0,0,1,1,1,0,0
"Reasonable provision should be made for people to (a) gain access to; and (b) use, the dwelling and its facilities.",1,9_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,20,115,1,0,0,0,0,0,1,0,1,1,1,1,0
Reasonable provision should be made to ensure that the approach route to any communal facilities that serve the dwelling meets these provisions.,0,37_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,22,144,1,0,1,0,0,0,1,0,1,1,0,0,0
Recirculation of air within ventilation systems in offices.,0,59_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,8,59,0,0,0,0,0,0,0,0,1,1,0,0,0
Refer to paragraphs 3.1 and 3.2 for the relevant standards that should be met.,0,83_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,16,78,1,0,0,2,0,0,1,0,1,1,0,0,2
